Timestamp,Open,High,Low,Close,Volume
2024-04-14 00:00:00,63924.52,63999.52,63747.53,63945.53,218.673
2024-04-14 00:01:00,63945.53,64157.0,63925.35,64152.28,113.91408
2024-04-14 00:02:00,64152.29,64179.07,64054.0,64158.04,67.06787
2024-04-14 00:03:00,64158.04,64272.73,64131.82,64260.79,71.66376
2024-04-14 00:04:00,64260.8,64263.1,64162.56,64189.29,68.58419
2024-04-14 00:05:00,64189.29,64263.11,64148.72,64260.01,100.48391
2024-04-14 00:06:00,64260.01,64288.92,64238.8,64287.54,35.8168
2024-04-14 00:07:00,64287.53,64303.87,64155.0,64181.82,72.1848
2024-04-14 00:08:00,64181.81,64276.89,64092.13,64267.9,78.63828
2024-04-14 00:09:00,64267.9,64267.9,64054.95,64220.06,177.99697
2024-04-14 00:10:00,64220.05,64236.66,64177.0,64182.87,48.84754
2024-04-14 00:11:00,64182.87,64205.5,63997.02,64056.57,59.39346
2024-04-14 00:12:00,64056.58,64157.0,64032.42,64156.99,30.74307
2024-04-14 00:13:00,64157.0,64217.0,64090.9,64090.91,31.05718
2024-04-14 00:14:00,64090.91,64113.18,63810.64,63874.97,102.34684
2024-04-14 00:15:00,63874.96,64030.31,63757.0,64030.3,122.39456
2024-04-14 00:16:00,64030.3,64030.31,63865.58,63877.21,60.84773
2024-04-14 00:17:00,63877.2,63893.49,63701.49,63725.89,73.42104
2024-04-14 00:18:00,63725.9,63826.37,63705.65,63735.26,63.37888
2024-04-14 00:19:00,63735.26,63782.56,63598.36,63669.05,104.71338
2024-04-14 00:20:00,63669.06,63669.06,63438.59,63482.52,124.29732
2024-04-14 00:21:00,63482.52,63499.0,63317.0,63340.15,124.0963
2024-04-14 00:22:00,63340.15,63532.0,63329.07,63502.36,109.76469
2024-04-14 00:23:00,63502.35,63569.27,63426.94,63537.85,91.74191
2024-04-14 00:24:00,63537.84,63595.92,63316.12,63403.69,74.77852
2024-04-14 00:25:00,63403.69,63435.94,62888.0,62934.66,253.47535
2024-04-14 00:26:00,62934.67,63333.34,62933.7,63314.21,191.67069
2024-04-14 00:27:00,63314.21,63377.0,63151.52,63370.51,129.51674
2024-04-14 00:28:00,63370.52,63757.58,63352.8,63647.66,180.44079
2024-04-14 00:29:00,63647.67,63689.04,63496.27,63556.99,104.1604
2024-04-14 00:30:00,63557.0,63690.36,63486.76,63659.98,100.95919
2024-04-14 00:31:00,63659.99,63690.22,63584.39,63688.31,63.97836
2024-04-14 00:32:00,63688.31,63877.89,63668.51,63737.76,121.03494
2024-04-14 00:33:00,63737.76,63810.75,63602.35,63635.54,61.05368
2024-04-14 00:34:00,63635.53,63752.07,63608.31,63719.66,76.43687
2024-04-14 00:35:00,63719.65,63761.2,63524.51,63574.38,55.21686
2024-04-14 00:36:00,63574.37,63752.78,63567.97,63671.65,78.90593
2024-04-14 00:37:00,63671.64,63828.97,63623.14,63828.97,99.3081
2024-04-14 00:38:00,63828.96,63859.63,63749.15,63848.0,73.4813
2024-04-14 00:39:00,63848.0,63963.28,63841.76,63956.99,73.42127
2024-04-14 00:40:00,63956.99,63956.99,63818.19,63849.69,47.41224
2024-04-14 00:41:00,63849.69,63927.0,63818.19,63916.55,49.48648
2024-04-14 00:42:00,63916.54,64254.02,63916.54,64151.52,95.71247
2024-04-14 00:43:00,64151.51,64199.01,64103.7,64190.3,29.72251
2024-04-14 00:44:00,64190.29,64193.28,64097.28,64099.48,46.68879
2024-04-14 00:45:00,64099.48,64271.61,64073.18,64196.69,98.67285
2024-04-14 00:46:00,64196.69,64232.13,63927.62,63948.39,103.80136
2024-04-14 00:47:00,63948.39,64028.19,63880.59,63910.87,61.46951
2024-04-14 00:48:00,63910.88,63981.56,63876.17,63909.09,44.02979
2024-04-14 00:49:00,63909.09,63948.4,63818.18,63829.89,51.89398
2024-04-14 00:50:00,63829.89,63829.9,63704.42,63800.49,51.86694
2024-04-14 00:51:00,63800.49,63800.5,63700.2,63714.53,46.42279
2024-04-14 00:52:00,63714.53,63757.0,63620.43,63703.73,53.25821
2024-04-14 00:53:00,63703.72,63753.79,63680.07,63724.83,46.45618
2024-04-14 00:54:00,63724.84,63809.86,63690.05,63777.0,54.09313
2024-04-14 00:55:00,63777.0,63831.3,63706.22,63804.16,41.91454
2024-04-14 00:56:00,63804.16,63873.27,63782.87,63784.03,46.07148
2024-04-14 00:57:00,63784.03,63791.05,63733.77,63739.49,38.10813
2024-04-14 00:58:00,63739.48,63743.7,63547.26,63584.51,65.56744
